radio,1 Hogar de ancianos,2 Hogar de menores,3 Colegio internado,4 Campamento/obrador,5 Hospital,6 Prisión,7 Cuartel,8 Hogar de religiosos,9 Hotel turístico,10 Otros,TOTAL
660700203,0,0,0,0,0,0,0,0,0,0,0
660700204,0,0,0,0,0,0,0,0,0,0,0
660700205,0,0,1,0,1,0,1,0,4,0,7
660700301,0,0,0,0,0,0,0,0,0,0,0
660700302,0,0,0,0,0,0,0,0,0,0,0
660700303,0,0,0,0,0,0,0,0,0,0,0
660700401,0,0,0,0,0,0,0,0,0,0,0
660700402,0,0,0,0,0,0,0,0,0,0,0
660700403,0,0,0,0,0,0,0,0,0,0,0
660700404,0,0,0,0,0,0,0,0,0,0,0
660700405,0,0,0,0,0,0,0,0,0,0,0
660700406,0,0,0,0,0,0,0,0,0,0,0
660700407,0,0,0,0,0,0,0,0,0,0,0
660700501,0,0,0,0,0,0,0,0,0,0,0
660700502,0,0,0,0,0,0,0,0,0,0,0
660700503,0,0,0,0,0,0,0,0,0,0,0
660700504,0,0,0,0,0,0,0,0,0,0,0
660700505,0,0,0,0,0,0,0,0,0,0,0
660700506,0,0,0,0,0,0,0,0,0,0,0
660700507,0,0,0,0,0,0,0,0,0,0,0
660700508,0,0,0,0,0,0,0,0,0,0,0
660770101,0,0,0,0,0,0,0,0,0,0,0
660770102,0,0,0,0,0,0,0,1,0,0,1
660770103,0,0,0,0,0,0,0,0,0,0,0
660770104,0,0,0,0,0,0,0,0,0,0,0
660770105,0,0,0,0,0,0,0,0,2,0,2
660770106,0,0,0,0,0,0,0,0,0,0,0
660770107,0,0,0,0,0,0,0,0,0,0,0
660770108,0,0,0,0,0,0,0,2,0,0,2
660770109,0,0,0,0,0,0,0,0,0,0,0
660770201,0,0,0,0,0,0,0,0,0,0,0
660770202,0,0,0,0,0,0,0,0,0,0,0
660770203,0,0,0,0,0,0,0,0,0,0,0
660770204,1,0,0,0,1,0,0,0,1,1,4
660770205,0,0,0,0,0,0,0,0,0,0,0
660770301,0,0,0,0,0,0,0,0,0,0,0
660770302,0,0,0,0,0,0,0,0,0,0,0
660770303,0,0,0,0,0,0,0,0,0,0,0
660770304,0,0,0,0,0,0,0,0,0,0,0
660840101,0,0,0,0,0,0,0,0,0,0,0
660840102,0,0,0,0,0,0,0,0,0,0,0
660840103,0,0,0,0,0,0,0,0,0,0,0
660840104,0,0,0,0,0,0,0,0,0,0,0
660840105,0,0,0,0,0,0,0,0,0,0,0
660840106,0,0,0,1,0,1,0,0,1,0,3
660840107,0,0,0,0,1,0,0,0,0,0,1
660840108,0,0,0,0,0,0,0,0,0,0,0
660840109,0,0,0,1,0,0,0,0,1,0,2
660840201,0,0,0,0,0,0,0,0,0,0,0
660840202,0,0,0,0,0,0,0,0,0,0,0
660840203,0,0,0,0,0,0,0,0,0,0,0
660840204,0,0,0,0,0,0,0,0,0,0,0
660840205,0,0,0,0,1,0,0,0,1,0,2
660910101,0,0,0,0,0,0,0,0,0,0,0
660910102,0,0,0,0,0,0,0,0,0,0,0
660910103,0,0,0,1,0,0,0,0,0,0,1
660910104,0,0,0,0,0,0,0,0,0,0,0
660910105,0,0,0,0,0,0,0,0,0,0,0
660910201,0,0,0,0,0,0,0,0,0,0,0
660910202,0,0,0,0,0,0,0,0,0,0,0
660910203,0,0,0,0,0,0,0,0,0,0,0
660910204,0,0,0,0,0,0,0,0,0,0,0
660910205,0,0,1,0,1,0,1,0,1,0,4
660980101,0,0,0,0,0,0,0,0,0,0,0
660980102,0,0,0,0,0,0,0,0,0,0,0
660980103,0,0,0,1,0,0,0,0,4,1,6
660980104,0,0,0,0,0,0,0,0,0,4,4
660980105,1,0,0,0,0,0,0,0,3,0,4
660980106,0,0,0,0,1,0,1,0,2,0,4
660980201,0,0,0,0,0,0,0,0,0,0,0
660980202,0,0,0,0,0,0,0,0,0,0,0
660980203,0,0,0,0,0,0,0,0,0,0,0
660980204,0,0,0,0,0,0,0,0,0,0,0
660980205,0,0,0,0,0,0,0,0,1,0,1
660980206,0,0,0,0,0,0,0,0,0,0,0
660980207,0,0,0,0,0,0,0,0,0,0,0
660980208,0,0,0,0,1,0,0,0,0,2,3
660980209,0,0,0,0,0,0,0,0,0,0,0
661050101,0,0,0,0,0,0,0,0,0,0,0
661050102,0,0,0,0,0,0,0,0,0,0,0
661050103,0,0,0,0,0,0,0,0,0,0,0
661050104,0,0,0,0,1,0,1,0,1,1,4
661050201,0,0,0,14,0,0,0,0,0,0,14
661050202,0,0,0,1,0,0,0,0,0,0,1
661050203,0,0,0,0,0,0,0,0,0,0,0
661050204,0,0,0,0,0,0,0,0,0,0,0
661050205,0,0,0,0,0,0,0,0,0,0,0
661050206,0,0,0,0,0,0,0,0,0,0,0
661050207,0,0,0,0,0,0,0,0,0,0,0
661050208,0,0,0,2,0,0,0,0,0,1,3
661050209,0,0,1,2,0,0,0,1,1,0,5
661050210,0,0,0,1,1,0,0,0,2,1,5
661050211,0,0,0,1,0,0,1,0,0,0,2
661050212,0,0,0,5,0,0,0,0,0,3,8
661050213,0,0,0,0,0,0,0,0,0,0,0
661120101,0,0,0,0,0,0,0,2,0,0,2
661120102,0,0,0,0,0,0,0,0,0,0,0
661120103,0,0,0,0,0,0,0,0,0,0,0
661120104,0,0,0,0,0,0,0,0,0,0,0
661120105,0,0,0,0,0,0,0,0,0,0,0
661120106,0,0,0,0,0,0,0,0,0,0,0
661120107,0,0,0,0,0,0,0,0,0,0,0
661120108,0,0,0,0,0,0,0,0,0,0,0
661120109,0,0,0,0,0,0,0,0,0,0,0
661120110,0,0,1,0,0,0,0,0,0,0,1
661120201,0,0,0,0,0,0,0,0,0,0,0
661120202,0,0,0,0,0,0,0,0,0,0,0
661120203,0,0,0,0,0,0,0,0,0,0,0
661120204,0,0,0,0,0,0,0,0,0,0,0
661120205,0,0,0,0,0,0,0,0,0,0,0
661120206,0,0,0,0,0,0,0,0,0,0,0
661120207,0,0,0,0,0,0,0,0,0,0,0
661120208,0,0,0,0,0,0,0,0,0,0,0
661120209,0,0,0,0,0,0,0,0,0,0,0
661120210,0,0,0,0,0,0,0,0,0,0,0
661120211,0,0,0,0,0,0,0,0,0,0,0
661120212,0,0,0,0,0,0,0,0,0,0,0
661120213,0,0,1,0,1,0,0,0,0,0,2
661120214,0,0,0,0,0,0,0,0,0,0,0
661120215,0,0,0,0,0,0,0,0,0,0,0
661120301,0,0,0,0,0,0,0,0,0,0,0
661120302,0,0,0,0,0,0,0,0,0,0,0
661120303,0,0,0,0,0,1,0,0,0,0,1
661120304,0,0,0,0,1,0,0,0,0,1,2
661120305,0,0,0,0,0,0,0,0,0,0,0
661120306,0,0,0,0,0,0,0,0,0,0,0
661120307,0,0,0,0,1,0,0,0,1,0,2
661120308,0,0,0,0,0,0,0,0,0,0,0
661120309,0,0,0,0,0,0,0,0,0,0,0
661120310,0,0,0,0,0,0,0,0,0,0,0
661120311,0,0,0,0,0,0,0,0,0,1,1
661120312,0,0,0,0,0,0,1,0,0,0,1
661120313,0,0,0,0,0,0,0,0,0,0,0
661120401,0,0,0,0,0,0,0,0,1,0,1
661120402,0,0,0,0,0,0,0,0,0,0,0
661120403,0,0,0,0,0,0,0,0,0,0,0
661120404,0,0,0,0,1,0,0,0,0,0,1
661120405,0,0,0,0,0,0,0,0,0,0,0
661120406,0,0,0,0,0,0,1,0,0,0,1
661120407,0,0,0,0,0,0,0,0,0,0,0
661120408,0,0,0,0,0,0,0,0,0,0,0
661120409,0,0,0,0,0,0,0,0,0,0,0
661120410,0,0,0,1,0,0,0,0,0,0,1
661120411,0,0,0,0,0,0,0,0,0,0,0
661120412,0,0,0,0,0,0,0,0,0,0,0
661120413,0,0,0,0,0,0,0,0,0,0,0
661190101,0,0,0,0,0,0,0,0,0,0,0
661190102,0,0,0,0,0,0,0,0,0,0,0
661190103,0,0,0,0,0,0,0,0,0,0,0
661190104,0,0,0,0,0,0,0,0,0,0,0
661190105,0,0,0,0,1,0,1,0,1,1,4
661190201,0,0,0,0,0,0,0,0,0,0,0
661190202,0,0,0,0,0,0,0,0,0,0,0
661190203,0,0,0,0,0,0,0,0,1,0,1
661190204,0,0,0,0,0,0,0,0,0,0,0
661190205,0,0,0,0,0,0,0,0,1,4,5
661260101,0,0,0,0,0,0,0,0,0,1,1
661260102,0,0,0,0,0,0,0,0,0,0,0
661260103,0,0,0,0,0,0,0,0,0,0,0
661260104,0,0,0,0,0,1,0,0,0,0,1
661260105,0,1,0,0,0,2,0,0,2,0,5
661260201,0,0,0,3,0,0,0,0,0,1,4
661260202,0,0,0,0,0,0,0,0,0,0,0
661260203,0,0,0,0,0,0,0,0,0,0,0
661260204,0,0,0,0,0,0,0,0,0,0,0
661260205,0,0,0,0,0,0,0,0,0,0,0
661260206,0,0,0,0,0,0,0,0,0,0,0
661260207,0,0,0,0,0,0,0,0,0,0,0
661260208,0,0,0,0,0,0,0,0,0,0,0
661260209,0,0,0,0,0,0,0,0,0,0,0
661260210,0,0,0,0,0,0,0,0,0,0,0
661260211,0,0,0,0,0,0,0,0,0,0,0
661260212,0,0,0,0,0,0,0,0,0,0,0
661260213,0,0,0,0,0,0,0,0,0,0,0
661260214,0,0,0,0,0,0,0,0,0,0,0
661260215,0,0,0,0,0,0,0,0,0,0,0
661260216,0,0,0,0,0,0,0,0,0,0,0
661260217,0,0,0,0,0,0,0,0,0,0,0
661260218,0,0,0,0,0,0,0,0,0,0,0
661260301,0,0,0,0,0,0,0,0,0,0,0
661260302,0,0,0,0,1,0,1,0,0,0,2
661260303,0,0,0,0,0,0,0,0,0,0,0
661260304,0,0,0,0,0,0,0,0,0,0,0
661260401,0,0,0,0,0,0,0,0,0,0,0
661260402,0,0,0,0,0,0,0,0,0,0,0
661260403,0,0,0,0,0,0,0,0,0,0,0
661260404,0,0,0,0,0,0,0,0,0,0,0
661260405,0,0,0,0,0,0,0,0,0,0,0
661260406,0,0,0,0,0,0,0,0,0,0,0
661260407,0,0,0,0,0,0,0,0,0,0,0
661260408,0,0,0,0,0,0,0,0,0,0,0
661260409,0,0,0,0,0,0,0,0,0,0,0
661260410,0,0,1,0,0,0,1,0,1,0,3
661260411,0,0,0,0,0,0,0,0,0,0,0
661260412,1,0,0,0,0,0,0,0,0,0,1
661260413,0,0,0,0,0,0,0,0,0,0,0
661260414,0,0,0,0,0,0,0,0,0,0,0
661260415,0,0,0,0,1,0,0,0,1,0,2
661260416,0,0,0,0,0,0,0,0,2,1,3
661260417,0,0,0,0,0,0,0,0,0,0,0
661260418,0,0,0,0,0,0,0,0,0,0,0
661260501,0,0,0,0,0,0,0,0,0,0,0
661260502,0,0,0,0,0,0,0,0,0,0,0
661260503,0,0,0,0,0,0,0,0,0,0,0
661260504,0,0,0,0,0,0,0,0,0,0,0
661260505,0,0,0,0,1,0,0,0,0,0,1
661260506,0,0,0,0,0,0,0,0,0,0,0
661260507,0,0,0,0,0,0,0,0,0,0,0
661260508,0,0,0,0,0,0,0,0,0,0,0
661260509,0,0,0,0,1,0,1,0,0,0,2
661260510,0,0,0,0,0,0,0,0,0,0,0
661260511,0,0,0,0,0,0,0,0,0,0,0
661260601,0,0,0,0,0,0,0,0,0,0,0
661260602,0,0,0,0,0,0,0,0,0,0,0
661260603,0,0,0,0,0,0,0,0,0,0,0
661260604,0,0,0,0,0,0,0,0,0,0,0
661260605,0,0,0,0,0,0,0,0,0,0,0
661260606,0,0,0,3,0,0,0,0,0,1,4
661260607,0,0,0,3,0,0,0,0,0,0,3
661260608,0,0,0,0,0,0,0,0,0,0,0
661260609,0,0,0,0,0,0,0,0,0,0,0
661260610,0,0,0,0,0,0,0,0,0,0,0
661260611,0,0,0,0,0,0,0,0,0,0,0
661260612,0,0,0,0,0,0,0,0,0,0,0
661260613,0,0,0,0,0,0,0,0,0,0,0
661260614,0,0,0,0,0,0,0,0,0,0,0
661260615,0,0,0,0,0,0,0,0,0,1,1
661260616,0,0,0,0,0,0,0,0,0,0,0
661260617,0,0,0,0,1,0,0,0,0,0,1
661260618,0,0,0,0,0,0,0,0,0,0,0
661260619,0,0,0,0,0,0,0,0,0,0,0
661260620,0,0,0,0,0,0,0,0,0,0,0
661260621,0,0,0,0,0,1,0,0,1,0,2
661260622,0,0,0,0,0,0,0,0,0,0,0
661260623,0,0,0,0,0,0,0,0,0,0,0
661260624,0,0,0,0,0,0,0,0,1,0,1
661260625,0,0,0,0,0,0,0,0,0,0,0
661260701,0,0,0,0,0,0,0,0,0,0,0
661260702,0,0,0,0,0,0,0,0,0,0,0
661260703,0,0,0,0,0,0,0,0,0,0,0
661260704,0,0,0,0,0,0,0,0,0,0,0
661260705,0,0,0,0,0,1,0,0,0,0,1
661260706,0,0,0,0,0,1,0,0,0,0,1
661260707,0,0,0,0,0,0,0,0,0,0,0
661260708,0,0,0,0,0,0,0,0,0,0,0
661260709,0,0,0,0,0,1,0,0,0,0,1
661260710,1,0,0,0,0,1,0,0,1,0,3
661260711,0,0,0,0,0,0,0,0,1,0,1
661260712,0,0,0,0,0,0,0,0,3,0,3
661260713,0,0,0,0,0,0,0,0,0,0,0
661260714,0,0,0,0,0,0,0,0,1,0,1
661260715,0,0,0,0,2,4,0,0,1,0,7
661260716,0,0,0,0,0,0,0,0,2,0,2
661260717,1,0,0,0,0,0,0,1,1,0,3
661260718,0,0,0,0,0,0,0,1,1,1,3
661260719,0,0,0,0,0,0,0,0,0,0,0
661260720,0,0,0,0,0,0,0,0,0,0,0
661260721,0,0,0,0,0,0,0,0,0,0,0
661260722,0,0,0,0,0,0,0,0,0,0,0
661260723,0,0,0,0,0,0,0,0,0,0,0
661260801,0,0,0,0,0,0,0,0,0,0,0
661260802,0,0,0,0,1,0,0,0,1,0,2
661260803,0,0,0,0,0,0,0,0,0,0,0
661260804,0,0,0,0,0,0,0,0,3,0,3
661260805,0,0,0,0,0,0,0,0,0,0,0
661260806,0,0,0,0,0,0,0,0,0,0,0
661260807,0,0,0,0,0,0,0,0,0,0,0
661260808,0,0,0,0,0,0,0,0,0,0,0
661260809,0,0,0,0,0,1,0,0,0,0,1
661260810,0,0,0,0,0,0,0,0,0,0,0
661260811,0,0,0,0,0,0,0,0,0,0,0
661260812,0,0,0,0,0,0,0,0,0,0,0
661260813,0,0,0,0,0,0,0,1,0,0,1
661260814,0,0,0,0,1,0,0,0,0,0,1
661260815,0,0,0,0,0,0,0,0,0,0,0
661260816,0,0,0,0,0,0,0,0,0,0,0
661260817,0,0,0,0,0,0,0,0,0,0,0
661260818,0,0,0,0,0,0,0,0,0,0,0
661260819,0,0,0,0,0,0,0,0,0,0,0
661260820,0,0,0,0,0,0,0,0,0,0,0
661260821,0,0,0,0,0,0,0,0,0,0,0
661260822,0,0,0,0,0,0,0,0,0,0,0
661260823,0,0,0,0,0,0,0,0,0,0,0
661260824,0,0,0,0,0,1,0,0,0,0,1
661330101,0,0,0,0,0,0,0,0,0,0,0
661330102,0,0,0,0,0,0,0,0,0,0,0
661330103,0,0,0,0,0,0,0,0,0,0,0
661330104,0,0,0,0,0,0,0,0,0,0,0
661330105,0,0,0,0,0,0,0,0,0,0,0
661330106,0,0,0,0,0,0,1,0,0,0,1
661330107,0,0,0,0,0,0,2,0,0,0,2
661330108,0,0,0,0,1,0,2,1,0,0,4
661330201,0,0,0,0,0,0,0,0,0,0,0
661330202,0,0,0,0,0,0,0,0,0,0,0
661330203,0,0,0,0,0,0,0,0,0,0,0
661330204,0,0,0,0,0,0,0,0,0,0,0
661330205,0,0,0,0,0,0,0,0,0,0,0
661330206,0,0,0,0,0,0,0,0,0,0,0
661330207,0,0,0,0,0,0,0,0,0,0,0
661330208,0,0,0,0,0,0,0,0,0,0,0
661330209,0,0,0,0,0,0,0,0,0,0,0
661330210,0,0,0,0,0,0,0,0,0,0,0
661330211,0,0,0,0,0,0,0,0,0,0,0
661330212,0,0,0,0,0,0,0,0,0,0,0
661330213,0,0,0,0,0,0,0,0,0,0,0
661330214,0,0,0,0,0,0,0,0,0,0,0
661330215,0,0,0,0,0,0,0,0,0,0,0
661330216,0,0,0,0,0,0,0,0,0,0,0
661330217,0,0,0,0,0,0,0,0,0,0,0
661330218,0,0,0,0,0,0,0,0,0,0,0
661330219,0,0,0,0,1,0,0,0,0,0,1
661330220,0,0,0,1,2,1,1,1,1,0,7
661330221,0,0,0,0,0,0,0,0,0,0,0
661330222,0,0,0,0,0,0,0,0,0,0,0
661330223,0,0,0,0,0,0,0,0,0,0,0
661330224,0,0,0,0,0,0,0,0,0,0,0
661330301,0,0,0,0,0,0,0,0,0,0,0
661330302,0,0,0,0,0,0,0,0,0,0,0
661330303,0,0,0,0,0,0,0,0,0,0,0
661330304,0,0,0,0,0,0,0,0,0,0,0
661330305,0,0,0,0,0,0,0,0,0,0,0
661330306,0,0,0,0,0,0,0,0,0,0,0
661330307,0,0,0,0,0,0,0,0,0,0,0
661330308,0,0,0,0,0,0,0,0,0,0,0
661330309,0,0,0,0,1,0,0,0,0,1,2
661330310,0,0,0,0,0,0,0,0,0,0,0
661330311,0,0,0,0,1,0,0,0,0,2,3
661330312,0,0,0,0,0,0,0,0,0,0,0
661400101,0,0,0,0,0,0,0,0,0,0,0
661400102,0,0,0,0,0,0,0,0,0,0,0
661400103,0,0,0,0,0,0,0,0,0,0,0
661400104,0,0,0,0,0,0,0,0,0,0,0
661400105,0,0,0,0,0,0,0,0,0,0,0
661400106,0,0,0,0,0,0,0,0,0,0,0
661400107,0,0,0,0,0,0,0,0,0,0,0
661400108,0,0,0,1,0,0,0,0,1,0,2
661400109,0,0,0,0,0,0,0,0,0,0,0
661400110,0,0,0,0,0,0,0,0,0,0,0
661400111,0,0,0,0,0,0,0,0,0,0,0
661400112,0,0,0,0,0,0,0,0,0,0,0
661400113,0,0,0,0,0,0,0,0,2,2,4
661400114,0,0,0,0,0,0,0,0,0,0,0
661400115,0,0,0,0,0,0,0,0,0,0,0
661400116,0,0,0,0,0,0,0,0,0,0,0
661400117,0,0,0,0,0,0,0,0,0,0,0
661400118,0,0,0,0,0,0,0,0,0,0,0
661400119,0,0,0,0,0,0,0,0,0,0,0
661400120,0,0,0,0,0,0,0,0,0,0,0
661400121,0,0,0,0,0,0,0,0,0,0,0
661400201,0,0,0,0,0,0,0,0,0,0,0
661400202,0,0,0,0,0,0,0,0,0,0,0
661400203,0,0,0,0,0,0,0,0,0,0,0
661400204,0,0,0,0,0,0,0,0,0,0,0
661400205,0,0,0,0,0,0,0,0,0,0,0
661400301,0,0,0,0,0,0,0,0,0,0,0
661400302,0,0,0,0,0,0,0,0,0,0,0
661400303,0,0,0,0,0,0,0,0,0,0,0
661400304,0,0,0,0,0,0,0,0,0,0,0
661400305,0,0,0,0,0,0,0,0,0,0,0
661400306,0,0,0,0,0,0,0,0,0,0,0
661400307,0,0,0,0,0,0,0,0,0,0,0
661400308,0,0,0,0,0,0,0,0,0,0,0
661400309,0,0,0,0,0,0,0,0,0,0,0
661400310,0,0,0,0,0,0,0,0,0,0,0
661400311,0,0,0,0,0,0,0,0,0,0,0
661400312,0,0,0,0,0,0,0,0,0,0,0
661400401,0,0,0,0,0,0,0,0,0,0,0
661400402,0,0,0,0,0,0,0,0,0,0,0
661400403,0,0,0,0,0,0,0,0,0,0,0
661400404,0,0,0,0,0,0,0,0,0,0,0
661400405,0,0,0,0,0,0,0,0,0,0,0
661400406,0,0,0,0,0,0,0,0,0,0,0
661400407,0,0,0,0,0,0,0,0,0,0,0
661400408,1,0,0,0,1,0,0,0,2,1,5
661400409,0,0,0,0,0,0,0,0,0,0,0
661400410,0,0,0,0,0,0,0,0,0,1,1
661400411,0,0,0,0,0,0,0,0,0,0,0
661400412,0,0,0,0,0,0,0,0,0,0,0
661400413,0,0,0,0,0,0,0,0,0,1,1
661400414,0,0,0,0,0,0,0,0,0,0,0
661400415,0,0,0,0,0,0,0,0,0,0,0
661400416,0,0,0,0,0,0,0,0,0,0,0
661470101,0,0,0,0,0,0,0,0,0,0,0
661470102,0,0,0,0,0,0,0,0,0,0,0
661470103,0,0,0,0,0,0,0,0,0,0,0
661470104,0,0,0,0,0,0,0,0,0,0,0
661470105,0,0,0,0,0,0,0,0,0,0,0
661470201,0,0,0,0,0,0,0,0,1,0,1
661470202,0,0,1,0,0,0,0,0,0,0,1
661470203,0,0,0,0,0,0,0,0,0,0,0
661470204,0,0,0,0,0,0,0,0,0,0,0
661470205,0,0,0,0,0,0,0,0,0,0,0
661470301,0,0,0,0,0,0,0,0,0,0,0
661470302,0,0,0,0,0,0,0,0,0,0,0
661470303,0,0,0,0,0,0,0,0,0,0,0
661470304,0,0,0,0,0,0,0,0,0,0,0
661470305,0,0,0,0,0,0,0,0,0,0,0
661470306,0,0,0,0,0,0,0,0,0,0,0
661470307,0,0,0,0,0,0,0,0,0,0,0
661470308,0,0,0,0,0,0,0,0,0,0,0
661470309,0,0,0,0,0,0,0,0,0,0,0
661470310,0,0,0,0,0,0,0,0,0,0,0
661470311,0,0,0,0,0,0,0,0,0,0,0
661470312,0,0,0,0,0,0,0,0,0,0,0
661470313,0,0,0,0,0,1,0,0,0,0,1
661470314,0,0,0,0,0,0,0,0,0,2,2
661470315,0,0,0,0,0,0,0,0,0,0,0
661470316,0,0,0,0,0,0,0,0,0,0,0
661470317,0,0,0,0,1,0,0,0,0,0,1
661470401,0,0,0,0,0,0,0,0,1,0,1
661470402,0,0,0,0,0,0,0,0,0,0,0
661470403,0,0,0,0,0,0,0,0,0,0,0
661470404,0,0,0,0,0,1,0,0,0,0,1
661470405,0,0,0,0,0,0,0,0,0,0,0
661470406,0,0,0,0,0,0,0,0,0,0,0
661470407,0,0,0,0,0,0,0,0,0,0,0
661470408,0,0,0,0,0,0,0,0,0,0,0
661470409,0,0,0,0,0,0,0,0,0,0,0
661470501,0,0,0,0,0,0,0,0,0,0,0
661470502,0,0,0,0,0,0,0,0,0,0,0
661470503,0,0,0,0,0,0,0,0,0,0,0
661470504,0,0,0,0,0,0,0,0,0,0,0
661470505,0,0,0,0,0,0,0,0,0,0,0
661470506,0,0,0,0,0,0,0,0,0,0,0
661470507,0,0,0,0,0,0,0,0,0,0,0
661470508,0,0,0,0,0,0,0,0,0,0,0
661470509,0,0,0,0,0,0,0,0,0,0,0
661470510,0,0,0,0,0,0,0,0,0,0,0
661470511,0,0,0,0,0,0,0,0,0,0,0
661470512,0,0,0,0,1,1,0,0,0,0,2
661470513,0,0,0,0,0,0,0,0,0,0,0
661470514,0,0,0,0,0,0,0,0,0,0,0
661470515,0,0,0,0,0,0,0,0,0,0,0
661540101,0,0,0,0,0,0,0,0,0,0,0
661540102,0,0,0,0,0,0,0,0,1,0,1
661540103,0,0,0,0,0,0,0,0,0,0,0
661540104,0,0,0,0,0,0,0,0,0,0,0
661540105,0,0,0,0,0,0,0,0,0,0,0
661540106,0,0,0,0,1,0,1,0,3,0,5
661540201,0,0,0,0,0,0,0,0,0,0,0
661540202,0,0,0,0,0,0,0,0,0,0,0
661540203,0,0,0,0,0,0,0,0,0,0,0
661540204,0,0,0,0,0,0,0,0,0,0,0
661540205,0,0,0,0,0,0,0,0,0,0,0
661540206,0,0,0,0,0,0,0,0,0,0,0
661540207,0,0,0,0,0,0,0,0,0,0,0
661540208,0,0,0,0,0,0,0,0,0,0,0
661540209,0,0,0,0,0,0,0,0,0,0,0
661540210,0,0,0,0,0,0,0,0,2,0,2
661540211,0,0,0,0,1,0,0,0,0,1,2
661610101,0,0,0,0,0,0,0,0,0,0,0
661610102,0,0,0,0,0,0,0,0,0,0,0
661610103,0,0,0,0,0,0,0,0,0,0,0
661610104,0,0,0,0,0,0,0,0,0,0,0
661610105,0,0,0,0,0,0,0,0,0,0,0
661610106,0,0,0,0,0,0,0,0,0,0,0
661610107,0,0,0,0,0,0,0,0,0,0,0
661610108,0,0,0,0,0,0,0,0,0,0,0
661610109,0,0,0,0,0,0,0,0,0,0,0
661610110,0,0,0,0,1,1,1,0,0,1,4
661610201,0,0,0,0,0,0,0,0,0,0,0
661610202,0,0,0,0,0,0,0,0,0,0,0
661610203,0,0,0,0,0,0,0,0,0,0,0
661610204,0,0,0,0,0,0,0,0,0,0,0
661610205,0,0,0,0,1,0,1,0,1,1,4
661610301,0,0,0,0,0,0,0,0,0,0,0
661610302,0,0,0,0,0,0,0,0,0,0,0
661610303,0,0,0,0,0,0,0,0,0,0,0
661610304,0,0,0,0,0,0,0,0,0,0,0
661610305,0,0,0,0,0,0,0,0,0,0,0
661610306,0,0,1,0,1,0,1,1,0,0,4
700070101,0,0,0,0,1,0,1,0,1,1,4
700070102,0,0,0,0,0,0,0,0,0,0,0
700070103,0,0,0,0,0,0,0,0,0,0,0
700070104,0,0,0,0,0,0,0,0,0,0,0
700070201,0,0,0,0,0,0,0,0,0,0,0
700070202,0,0,0,0,0,0,0,0,0,0,0
700070203,0,0,0,0,0,0,0,0,0,0,0
700070204,0,0,0,0,0,0,0,0,0,0,0
700070205,0,0,0,0,0,0,0,0,0,0,0
700070206,0,0,0,0,0,0,0,0,0,0,0
700070207,0,0,0,0,0,0,0,0,0,0,0
700070301,0,0,0,0,0,0,0,0,0,0,0
700070302,0,0,0,0,0,0,0,0,0,0,0
700070303,0,0,0,0,0,0,0,0,0,0,0
700070304,0,0,0,0,0,0,0,0,1,0,1
700070305,0,0,0,0,0,0,0,0,0,0,0
700070306,0,0,0,0,0,0,1,0,0,0,1
700070307,0,0,0,0,0,0,0,0,0,0,0
700070308,0,0,0,0,0,0,0,0,0,0,0
700070401,0,0,0,0,0,0,0,0,0,0,0
700070402,0,0,0,0,0,0,0,0,0,0,0
700070403,0,0,0,0,0,0,0,0,0,1,1
700070501,0,0,0,0,0,0,0,0,0,0,0
700140101,0,0,0,0,0,0,0,0,0,0,0
700140102,0,0,0,0,0,0,0,0,0,0,0
700140103,0,0,0,0,0,0,0,0,0,0,0
700140104,0,0,0,0,0,0,0,0,0,0,0
700140105,0,0,0,0,0,0,0,0,0,0,0
700140106,0,0,0,0,1,1,0,0,0,0,2
700140107,0,0,0,0,0,0,0,0,0,0,0
700140201,0,0,0,0,0,0,0,0,0,0,0
700140202,0,0,0,0,0,0,0,0,0,0,0
700140301,0,0,0,0,0,0,0,0,0,0,0
700210101,0,0,0,0,0,0,1,0,0,0,1
700210201,0,0,0,0,0,0,0,0,0,0,0
700210202,0,0,0,0,1,0,2,0,3,0,6
700210203,0,0,0,0,0,0,0,0,0,0,0
700210204,0,0,0,0,0,0,0,0,0,0,0
700210205,0,0,0,0,0,0,0,0,0,0,0
700210301,0,0,0,0,0,0,0,0,0,0,0
700210302,0,0,0,0,0,0,0,0,0,1,1
700210401,1,0,0,0,1,0,1,1,8,1,13
700210402,0,0,0,0,0,0,0,0,0,0,0
700210403,0,0,0,0,0,0,0,0,0,0,0
700210404,0,0,0,0,0,0,0,0,0,0,0
700210405,0,0,0,0,0,0,0,0,0,0,0
700210501,0,0,0,3,0,0,5,0,0,0,8
700210601,0,0,0,1,0,0,0,0,0,2,3
700210701,0,0,1,1,0,0,0,0,0,0,2
700210702,0,0,0,0,0,0,0,0,0,0,0
700280101,1,0,0,0,1,0,0,0,0,0,2
700280102,0,0,0,0,0,0,0,0,2,0,2
700280103,0,0,0,0,0,0,2,0,1,0,3
700280104,0,0,0,0,1,0,0,0,0,0,1
700280105,0,0,0,0,0,0,0,0,3,0,3
700280106,0,0,0,0,1,0,0,0,2,1,4
700280107,0,1,0,0,0,0,0,0,0,0,1
700280108,0,0,0,0,0,0,1,0,2,2,5
700280109,0,0,0,0,1,0,0,0,0,0,1
700280110,0,0,0,0,0,1,0,0,3,1,5
700280111,2,0,0,0,0,0,0,0,0,1,3
700280112,0,0,1,0,3,0,0,0,0,1,5
700280113,0,0,0,0,0,0,1,0,0,0,1
